Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_013358155.1	ASM1335815v1	Streptomyces lunaelactis		MM25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUE01	
GCA_013358055.1	ASM1335805v1	Streptomyces lunaelactis		MM91					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUN01	
GCF_013358055.1	ASM1335805v1	Streptomyces lunaelactis		MM91					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUN01	
GCA_013358245.1	ASM1335824v1	Streptomyces lunaelactis		MM83					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUM01	
GCF_013358245.1	ASM1335824v1	Streptomyces lunaelactis		MM83					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUM01	
GCA_002551145.1	ASM255114v1	Streptomyces sp. st115		st115						Contig	2017-10-13	NTGT01	
GCF_002551145.1	ASM255114v1	Streptomyces sp. st115		st115					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGT01	
GCA_002910895.1	ASM291089v1	Streptomyces sp. SM5		SM5						Scaffold	2018-01-19	NEUG01	496
GCF_002910895.1	ASM291089v1	Streptomyces sp. SM5		SM5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-01-19	NEUG01	496
GCA_030010495.1	ASM3001049v1	Streptomyces sp. 12257		12257					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-05-13	JASCSJ01	605
GCF_030010495.1	ASM3001049v1	Streptomyces sp. 12257		12257					GCF_030010495.1-RS_2024_06_08	Scaffold	2023-05-13	JASCSJ01	605
GCA_008042125.1	ASM804212v1	Streptomyces sp. ms191		ms191					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-08-21	RDBI01	261
GCF_008042125.1	ASM804212v1	Streptomyces sp. ms191		ms191					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-08-21	RDBI01	261
GCA_013358065.1	ASM1335806v1	Streptomyces lunaelactis		MM31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUH01	
GCF_013358065.1	ASM1335806v1	Streptomyces lunaelactis		MM31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUH01	
GCA_036815105.1	ASM3681510v1	Streptomyces sp. IBSBF 3136		IBSBF 3136						Scaffold	2024-02-22	JAJSZC01	517
GCF_036815105.1	ASM3681510v1	Streptomyces sp. IBSBF 3136		IBSBF 3136					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-02-22	JAJSZC01	517
GCA_033794725.1	ASM3379472v1	Streptomyces sp. ID05-39B		ID05-39B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARGEF01	567
GCF_033794725.1	ASM3379472v1	Streptomyces sp. ID05-39B		ID05-39B					GCF_033794725.1-RS_2024_08_04	Scaffold	2023-11-17	JARGEF01	567
GCA_019090125.1	ASM1909012v1	Streptomyces sp. BV333		BV333					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-07-01	JAHRIA01	
GCF_019090125.1	ASM1909012v1	Streptomyces sp. BV333		BV333					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-07-01	JAHRIA01	
GCA_033794505.1	ASM3379450v1	Streptomyces sp. MB09-01		MB09-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAYQ01	623
GCF_033794505.1	ASM3379450v1	Streptomyces sp. MB09-01		MB09-01					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAYQ01	623
GCA_016612705.1	ASM1661270v1	Streptomyces sp. MBT56		MBT56					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSD01	
GCF_016612705.1	ASM1661270v1	Streptomyces sp. MBT56		MBT56					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSD01	
GCA_016653995.1	ASM1665399v1	Streptomyces sp. MBT58		MBT58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-17	JAEQAX01	
GCF_016653995.1	ASM1665399v1	Streptomyces sp. MBT58		MBT58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-17	JAEQAX01	
GCA_014596515.1	ASM1459651v1	Streptomyces sp. CBMA156		CBMA156					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-15	MSJQ01	
GCF_014596515.1	ASM1459651v1	Streptomyces sp. CBMA156		CBMA156					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-15	MSJQ01	
GCA_011421595.1	ASM1142159v1	Streptomyces sp. YIM 98790		YIM 98790						Scaffold	2020-03-18	WTLH01	424
GCF_011421595.1	ASM1142159v1	Streptomyces sp. YIM 98790		YIM 98790					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-03-18	WTLH01	424
GCA_009870095.1	ASM987009v1	Streptomyces sp. SID5606		SID5606					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-14	WWIE01	
GCF_009870095.1	ASM987009v1	Streptomyces sp. SID5606		SID5606					GCF_009870095.1-RS_2024_05_16	Contig	2020-01-14	WWIE01	
GCA_040682655.1	ASM4068265v1	Streptomyces sp. NPDC051130		NPDC051130					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-07-12	JBFBCY01	
GCF_040682655.1	ASM4068265v1	Streptomyces sp. NPDC051130		NPDC051130					GCF_040682655.1-RS_2024_07_13	Contig	2024-07-12	JBFBCY01	
GCA_002156095.1	ASM215609v1	Streptomyces sp. NRRL B-24085		NRRL B-24085						Scaffold	2017-05-22	MWIF01	692
GCF_002156095.1	ASM215609v1	Streptomyces sp. NRRL B-24085		NRRL B-24085					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-05-22	MWIF01	692
GCA_040611355.1	ASM4061135v1	Streptomyces sp. NPDC002922		NPDC002922					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEXNY01	546
GCF_040611355.1	ASM4061135v1	Streptomyces sp. NPDC002922		NPDC002922					GCF_040611355.1-RS_2024_07_11	Scaffold	2024-07-11	JBEXNY01	546
GCA_016612665.1	ASM1661266v1	Streptomyces sp. MBT60		MBT60					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSB01	
GCF_016612665.1	ASM1661266v1	Streptomyces sp. MBT60		MBT60					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSB01	
GCA_040641715.1	ASM4064171v1	Streptomyces sp. NPDC020667		NPDC020667					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBFAED01	450
GCF_040641715.1	ASM4064171v1	Streptomyces sp. NPDC020667		NPDC020667					GCF_040641715.1-RS_2024_07_13	Scaffold	2024-07-11	JBFAED01	450
GCA_040653395.1	ASM4065339v1	Streptomyces sp. NPDC047968		NPDC047968					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEZNZ01	431
GCF_040653395.1	ASM4065339v1	Streptomyces sp. NPDC047968		NPDC047968					GCF_040653395.1-RS_2024_07_13	Scaffold	2024-07-12	JBEZNZ01	431
GCA_023072755.1	ASM2307275v1	Streptomyces sp. XM4011		XM4011					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-04-20	JALLGM01	
GCF_023072755.1	ASM2307275v1	Streptomyces sp. XM4011		XM4011					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-04-20	JALLGM01	
GCA_033794975.1	ASM3379497v1	Streptomyces sp. FL06-04B		FL06-04B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZN01	481
GCF_033794975.1	ASM3379497v1	Streptomyces sp. FL06-04B		FL06-04B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAZN01	481
GCA_023667545.1	WA-IsoG_MSC1_001	Streptomyces sp. MSC1_001		MSC1_001						Scaffold	2022-06-07	JAMOZN01	493
GCF_023667545.1	WA-IsoG_MSC1_001	Streptomyces sp. MSC1_001		MSC1_001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-06-07	JAMOZN01	493
GCA_040298225.1	ASM4029822v1	Streptomyces sp900105755		NPDC001629					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOZV01	621
GCF_040298225.1	ASM4029822v1	Streptomyces sp900105755		NPDC001629					GCF_040298225.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOZV01	621
GCA_010550375.1	ASM1055037v1	Streptomyces sp. SID8016		SID8016					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGMX01	
GCF_010550375.1	ASM1055037v1	Streptomyces sp. SID8016		SID8016					GCF_010550375.1-RS_2024_05_06	Contig	2020-02-13	JAAGMX01	
GCA_033794665.1	ASM3379466v1	Streptomyces sp. ID05-47C		ID05-47C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAYY01	590
GCF_033794665.1	ASM3379466v1	Streptomyces sp. ID05-47C		ID05-47C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAYY01	590
GCA_040674735.1	ASM4067473v1	Streptomyces bobili		NPDC049741					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBFANG01	646
GCF_040674735.1	ASM4067473v1	Streptomyces bobili		NPDC049741					GCF_040674735.1-RS_2024_07_13	Scaffold	2024-07-12	JBFANG01	646
GCA_033793825.1	ASM3379382v1	Streptomyces sp. ME18-1-4		ME18-1-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXJ01	823
GCF_033793825.1	ASM3379382v1	Streptomyces sp. ME18-1-4		ME18-1-4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXJ01	823
GCA_002551245.1	ASM255124v1	Streptomyces sp. rh34		rh34						Contig	2017-10-13	NTGZ01	
GCF_002551245.1	ASM255124v1	Streptomyces sp. rh34		rh34					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGZ01	
GCA_016654055.1	ASM1665405v1	Streptomyces sp. MBT55		MBT55					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-17	JAEQAY01	
GCF_016654055.1	ASM1665405v1	Streptomyces sp. MBT55		MBT55					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-17	JAEQAY01	
GCA_002276245.1	ASM227624v1	Streptomyces sp. alain-838		alain-838					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-08-29	NQNW01	
GCF_002276245.1	ASM227624v1	Streptomyces sp. alain-838		alain-838					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-08-29	NQNW01	
GCA_013358165.1	ASM1335816v1	Streptomyces lunaelactis		MM15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUC01	
GCF_013358165.1	ASM1335816v1	Streptomyces lunaelactis		MM15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUC01	
GCA_018619135.1	ASM1861913v1	Streptomyces sp. McG7		McG7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-01	JAAXYF01	
GCF_018619135.1	ASM1861913v1	Streptomyces sp. McG7		McG7					GCF_018619135.1-RS_2024_03_21	Contig	2021-06-01	JAAXYF01	
GCA_040606335.1	ASM4060633v1	Streptomyces seoulensis		NPDC005434					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-10	JBEXOA01	394
GCF_040606335.1	ASM4060633v1	Streptomyces seoulensis		NPDC005434					GCF_040606335.1-RS_2024_07_11	Scaffold	2024-07-10	JBEXOA01	394
GCA_003984785.1	ASM398478v1	Streptomyces sp. WAC05374		WAC05374					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-12-14	RQJD01	619
GCF_003984785.1	ASM398478v1	Streptomyces sp. WAC05374		WAC05374					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-12-14	RQJD01	619
GCA_002551235.1	ASM255123v1	Streptomyces sp. rh195		rh195						Contig	2017-10-13	NTGY01	
GCF_002551235.1	ASM255123v1	Streptomyces sp. rh195		rh195					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGY01	
GCA_040612835.1	ASM4061283v1	Streptomyces sp. NPDC006333		NPDC006333					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-07-11	JBEXQZ01	
GCF_040612835.1	ASM4061283v1	Streptomyces sp. NPDC006333		NPDC006333					GCF_040612835.1-RS_2024_07_11	Contig	2024-07-11	JBEXQZ01	
GCA_010548145.1	ASM1054814v1	Streptomyces sp. SID10853		SID10853					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGLN01	
GCF_010548145.1	ASM1054814v1	Streptomyces sp. SID10853		SID10853					GCF_010548145.1-RS_2024_05_06	Contig	2020-02-13	JAAGLN01	
GCA_002910935.1	ASM291093v1	Streptomyces sp. B226SN101		B226SN101						Scaffold	2018-01-19	NEUH01	580
GCF_002910935.1	ASM291093v1	Streptomyces sp. B226SN101		B226SN101					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-01-19	NEUH01	580
GCA_013358235.1	ASM1335823v1	Streptomyces lunaelactis		MM78					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUL01	
GCF_013358235.1	ASM1335823v1	Streptomyces lunaelactis		MM78					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUL01	
GCA_000158895.1	ASM15889v1	Streptomyces sp. C		C					Annotation submitted by Broad Institute	Scaffold	2009-03-02	ACEW01	4
GCF_000158895.1	ASM15889v1	Streptomyces sp. C		C					GCF_000158895.1-RS_2024_05_25	Scaffold	2009-03-02	ACEW01	4
GCA_040645875.1	ASM4064587v1	Streptomyces rubiginosohelvolus		NPDC046682					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-12	JBEYZA01	1283
GCF_040645875.1	ASM4064587v1	Streptomyces rubiginosohelvolus		NPDC046682					GCF_040645875.1-RS_2024_07_12	Scaffold	2024-07-12	JBEYZA01	1283
GCA_009872565.1	ASM987256v1	Streptomyces sp. SID5614		SID5614					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-14	WWID01	
GCF_009872565.1	ASM987256v1	Streptomyces sp. SID5614		SID5614					GCF_009872565.1-RS_2024_05_18	Contig	2020-01-14	WWID01	
GCA_016612645.1	ASM1661264v1	Streptomyces sp. MBT61		MBT61					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSA01	
GCF_016612645.1	ASM1661264v1	Streptomyces sp. MBT61		MBT61					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSA01	
GCA_004684775.1	ASM468477v1	Streptomyces sp. MZ04		MZ04					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-04-07	SRIC01	
GCF_004684775.1	ASM468477v1	Streptomyces sp. MZ04		MZ04					GCF_004684775.1-RS_2024_06_03	Contig	2019-04-07	SRIC01	
GCA_029946625.1	ASM2994662v1	Streptomyces sp. ATE26		ATE26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-05-03	JARYZK01	
GCF_029946625.1	ASM2994662v1	Streptomyces sp. ATE26		ATE26					GCF_029946625.1-RS_2024_06_05	Contig	2023-05-03	JARYZK01	
GCA_016654065.1	ASM1665406v1	Streptomyces sp. MBT59		MBT59					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-17	JAEQAW01	597
GCF_016654065.1	ASM1665406v1	Streptomyces sp. MBT59		MBT59					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-17	JAEQAW01	597
GCA_040635215.1	ASM4063521v1	Streptomyces sp. NPDC007000		NPDC007000					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYHF01	516
GCF_040635215.1	ASM4063521v1	Streptomyces sp. NPDC007000		NPDC007000					GCF_040635215.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYHF01	516
GCA_016612575.1	ASM1661257v1	Streptomyces sp. MBT67		MBT67					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENRX01	
GCF_016612575.1	ASM1661257v1	Streptomyces sp. MBT67		MBT67					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENRX01	
GCA_033844225.1	ASM3384422v1	Streptomyces sp. ID05-04B		ID05-04B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-20	JARDAD01	748
GCF_033844225.1	ASM3384422v1	Streptomyces sp. ID05-04B		ID05-04B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-20	JARDAD01	748
GCA_009872515.1	ASM987251v1	Streptomyces sp. SID5770		SID5770					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-14	WWIB01	
GCF_009872515.1	ASM987251v1	Streptomyces sp. SID5770		SID5770					GCF_009872515.1-RS_2024_05_08	Contig	2020-01-14	WWIB01	
GCA_003671715.1	ASM367171v1	Streptomyces sp. E2N166		E2N166						Scaffold	2018-10-22	RAIF01	57
GCF_003671715.1	ASM367171v1	Streptomyces sp. E2N166		E2N166					GCF_003671715.1-RS_2024_05_15	Scaffold	2018-10-22	RAIF01	57
GCA_013362995.1	ASM1336299v1	Streptomyces sp. TRM64462		TRM64462						Scaffold	2020-06-19	JABWDV01	469
GCF_013362995.1	ASM1336299v1	Streptomyces sp. TRM64462		TRM64462					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-06-19	JABWDV01	469
GCA_033795195.1	ASM3379519v1	Streptomyces sp. AK04-3B		AK04-3B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARBAA01	692
GCF_033795195.1	ASM3379519v1	Streptomyces sp. AK04-3B		AK04-3B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARBAA01	692
GCA_033794065.1	ASM3379406v1	Streptomyces sp. ME02-6987-2C		ME02-6987-2C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXU01	709
GCF_033794065.1	ASM3379406v1	Streptomyces sp. ME02-6987-2C		ME02-6987-2C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-17	JARAXU01	709
GCA_016612775.1	ASM1661277v1	Streptomyces sp. MBT98		MBT98					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-11	JAENSF01	635
GCF_016612775.1	ASM1661277v1	Streptomyces sp. MBT98		MBT98					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-01-11	JAENSF01	635
GCA_013358305.1	ASM1335830v1	Streptomyces lunaelactis		MM37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUI01	
GCF_013358305.1	ASM1335830v1	Streptomyces lunaelactis		MM37					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-06-17	JABSUI01	
GCA_040609875.1	ASM4060987v1	Streptomyces sp. NPDC004579		NPDC004579					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-10	JBEXLI01	562
GCF_040609875.1	ASM4060987v1	Streptomyces sp. NPDC004579		NPDC004579					GCF_040609875.1-RS_2024_07_11	Scaffold	2024-07-10	JBEXLI01	562
GCA_010548715.1	ASM1054871v1	Streptomyces sp. SID7909		SID7909					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGMT01	
GCF_010548715.1	ASM1054871v1	Streptomyces sp. SID7909		SID7909					GCF_010548715.1-RS_2024_05_06	Contig	2020-02-13	JAAGMT01	
GCA_040606915.1	ASM4060691v1	Streptomyces decoyicus		NPDC005357					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-10	JBEXFS01	791
GCF_040606915.1	ASM4060691v1	Streptomyces decoyicus		NPDC005357					GCF_040606915.1-RS_2024_07_11	Scaffold	2024-07-10	JBEXFS01	791
GCA_040750355.1	ASM4075035v1	Streptomyces hydrogenans		UTDF21-MLA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-17	JBFLVG01	1141
GCF_040750355.1	ASM4075035v1	Streptomyces hydrogenans		UTDF21-MLA					GCF_040750355.1-RS_2024_07_18	Scaffold	2024-07-17	JBFLVG01	1141
GCA_002551225.1	ASM255122v1	Streptomyces sp. rh206		rh206						Contig	2017-10-13	NTGX01	
GCF_002551225.1	ASM255122v1	Streptomyces sp. rh206		rh206					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTGX01	
GCA_016612825.1	ASM1661282v1	Streptomyces sp. MBT49		MBT49					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSH01	
GCF_016612825.1	ASM1661282v1	Streptomyces sp. MBT49		MBT49					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-11	JAENSH01	
GCA_040296465.1	ASM4029646v1	Streptomyces sp. NPDC002130		NPDC002130					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOXI01	1339
GCF_040296465.1	ASM4029646v1	Streptomyces sp. NPDC002130		NPDC002130					GCF_040296465.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOXI01	1339
GCA_002910985.1	ASM291098v1	Streptomyces sp. B188M101		B188M101						Scaffold	2018-01-19	NEUI01	609
GCF_002910985.1	ASM291098v1	Streptomyces sp. B188M101		B188M101					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-01-19	NEUI01	609
GCA_040635755.1	ASM4063575v1	Streptomyces sp. NPDC006875		NPDC006875					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYIJ01	673
GCF_040635755.1	ASM4063575v1	Streptomyces sp. NPDC006875		NPDC006875					GCF_040635755.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYIJ01	673
GCA_018619185.1	ASM1861918v1	Streptomyces sp. McG3		McG3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-01	JAAXYC01	
GCF_018619185.1	ASM1861918v1	Streptomyces sp. McG3		McG3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-01	JAAXYC01	
GCA_002551415.1	ASM255141v1	Streptomyces sp. f51		f51						Contig	2017-10-13	NTHH01	
GCF_002551415.1	ASM255141v1	Streptomyces sp. f51		f51					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-10-13	NTHH01	
GCA_003947555.1	ASM394755v1	Streptomyces sp. WAC 05379		WAC 05379					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	QHJL01	
GCF_003947555.1	ASM394755v1	Streptomyces sp. WAC 05379		WAC 05379					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	QHJL01	
GCA_040635255.1	ASM4063525v1	Streptomyces sp. NPDC006992		NPDC006992					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEYHL01	484
GCF_040635255.1	ASM4063525v1	Streptomyces sp. NPDC006992		NPDC006992					GCF_040635255.1-RS_2024_07_12	Scaffold	2024-07-11	JBEYHL01	484
GCA_010550535.1	ASM1055053v1	Streptomyces sp. SID9124		SID9124					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-02-13	JAAGNG01	
GCF_010550535.1	ASM1055053v1	Streptomyces sp. SID9124		SID9124					GCF_010550535.1-RS_2024_05_06	Contig	2020-02-13	JAAGNG01	
GCA_000972435.1	StrepMBT28_1.0	Streptomyces sp. MBT28		MBT28						Scaffold	2015-04-15	LARV01	548
GCF_000972435.1	StrepMBT28_1.0	Streptomyces sp. MBT28		MBT28					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2015-04-15	LARV01	548
GCA_009862625.1	ASM986262v1	Streptomyces sp. SID69		SID69					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWHM01	
GCF_009862625.1	ASM986262v1	Streptomyces sp. SID69		SID69					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-13	WWHM01	
GCA_033844245.1	ASM3384424v1	Streptomyces sp. ID01-9D		ID01-9D					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-20	JARAZI01	673
GCF_033844245.1	ASM3384424v1	Streptomyces sp. ID01-9D		ID01-9D					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-11-20	JARAZI01	673
GCA_040296125.1	ASM4029612v1	Streptomyces sp. NPDC002265		NPDC002265					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-24	JBEOWS01	729
GCF_040296125.1	ASM4029612v1	Streptomyces sp. NPDC002265		NPDC002265					GCF_040296125.1-RS_2024_06_25	Scaffold	2024-06-24	JBEOWS01	729
GCA_001282115.1	ASM128211v1	Streptomyces sp. NRRL B-24085		NRRL B-24085						Contig	2015-09-14	LJBR01	
GCF_001282115.1	ASM128211v1	Streptomyces sp. NRRL B-24085		NRRL B-24085					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-09-14	LJBR01	
GCA_040613155.1	ASM4061315v1	Streptomyces sp. NPDC006307		NPDC006307					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-07-11	JBEXRP01	495
GCF_040613155.1	ASM4061315v1	Streptomyces sp. NPDC006307		NPDC006307					GCF_040613155.1-RS_2024_07_11	Scaffold	2024-07-11	JBEXRP01	495
GCA_003671685.1	ASM367168v1	Streptomyces sp. E5N298		E5N298						Scaffold	2018-10-22	RAIG01	617
GCF_003671685.1	ASM367168v1	Streptomyces sp. E5N298		E5N298					GCF_003671685.1-RS_2024_05_06	Scaffold	2018-10-22	RAIG01	617
GCA_013401435.1	ASM1340143v1	Streptomyces sp. BR123		BR123					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-07-10	JACBGN01	
GCF_013401435.1	ASM1340143v1	Streptomyces sp. BR123		BR123					GCF_013401435.1-RS_2024_08_03	Contig	2020-07-10	JACBGN01	
GCA_003949695.1	ASM394969v1	Streptomyces sp. WAC05858		WAC05858					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-12-14	RPRR01	
