Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_029894355.1	Streptomyces sp. SAI-144	SAI-144	10834262	4804698	2	7621364	70.5	0.76
GCA_029893625.1	Streptomyces sp. SAI-149	SAI-149	9862841	9536807	1	6987667	71	0.76
GCA_029894045.1	Streptomyces sp. SAI-208	SAI-208	9358192	9305279	1	6658036	71	
GCA_007595705.1	Streptomyces sp. SAJ15	SAJ15	8098834	486980	5	5878093	72.5	1.82
GCA_001654495.1	Streptomyces sp. SAT1	SAT1	7472530	7472530	1	5466191	73	1.14
GCA_033022955.1	Streptomyces sp. SBC-4	SBC-4	8716154	8079836	1	6257873	72	0.8
GCA_001083795.1	Streptomyces sp. SBT349	SBT349	8064387	19223	132	5865567	72.5	1.17
GCA_004196225.1	Streptomyces sp. SCA2-2	SCA2-2	7050647	457544	6	5176767	73.5	0.13
GCA_900091885.1	Streptomyces sp. ScaeMP-6W	ScaeMP-6W	7163425	88536	23	5251436	73.5	0.69
GCA_000373405.1	Streptomyces sp. ScaeMP-e10	ScaeMP-e10	8075580	822299	4	5781194	71.5	1.04
GCA_002633395.1	Streptomyces sp. ScaeMP-e48	ScaeMP-e48	8325244	458130	7	5936184	71.5	0.56
GCA_900091775.1	Streptomyces sp. ScaeMP-e83	ScaeMP-e83	7833966	142272	17	5604749	71.5	1.09
GCA_002705665.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	12	6773028	71	2.97
GCA_900090095.1	Streptomyces sp. SceaMP-e96	SceaMP-e96	9563454	247990	12	6773028	71	2.97
GCA_033366695.1	Streptomyces sp. SCL15-4	SCL15-4	8422239	8407425	1	6111938	72.5	1.77
GCA_033366705.1	Streptomyces sp. SCL15-6	SCL15-6	8949109	4871634	1	6423660	72	2.02
GCA_037150555.1	Streptomyces sp. SCR1-8	SCR1-8	8805430	380498	9	6314194	71.5	1.86
GCA_037023745.1	Streptomyces sp. SCSIO 30461	SCSIO 30461	8047498	8047498	1	5604854	69.5	0.82
GCA_036607905.1	Streptomyces sp. SCSIO 75703	SCSIO 75703	6885934	6885934	1	5064632	73.5	1.57
GCA_025643355.1	Streptomyces sp. SCSIO ZS0520	SCSIO ZS0520	7919716	7919716	1	5769998	73	1.52
GCA_028867535.1	Streptomyces sp. SCSIO-PteL053	SCSIO-PteL053	7904915	7904915	1	5660795	71.5	
GCA_014083985.1	Streptomyces sp. SCUT-3	SCUT-3	6075149	6075149	1	4492389	74	1.42
GCA_003324565.1	Streptomyces sp. SDr-06	SDr-06	8583590	272195	9	6131769	71.5	1.52
GCA_005490965.1	Streptomyces sp. SGAir0924	SGAir0924	8079654	7653753	1	5864717	72.5	
GCA_002080455.1	Streptomyces sp. Sge12	Sge12	8110698	7983613	1	5853735	72	0.76
GCA_029906565.1	Streptomyces sp. SH5	SH5	7779627	7779627	1	5578802	71.5	0.81
GCA_026126445.1	Streptomyces sp. SHP 1-2	SHP 1-2	7562765	229202	12	5610508	74	1.74
GCA_003573595.1	Streptomyces sp. SHP22-7	SHP 22-7	7899734	272180	10	5703383	72	0.05
GCA_009865465.1	Streptomyces sp. SID1	SID1	7414440	7414440	1	5319724	71.5	
GCA_010548075.1	Streptomyces sp. SID10115	SID10115	8439432	11324	195	5988276	71	3.04
GCA_010548055.1	Streptomyces sp. SID10116	SID10116	8334980	7651	283	5906790	71	
GCA_009865605.1	Streptomyces sp. SID1034	SID1034	8656216	12428	223	6160155	71	7.45
GCA_010548115.1	Streptomyces sp. SID10362	SID10362	8053516	30742	78	5812870	72	0.25
GCA_009865565.1	Streptomyces sp. SID1046	SID1046	8643048	36788	74	6203207	72	0.76
GCA_010548185.1	Streptomyces sp. SID10692	SID10692	7692628	9141	249	5572810	72.5	1.12
GCA_010548215.1	Streptomyces sp. SID10815	SID10815	8117544	9238	232	5892885	72.5	0.51
GCA_010548145.1	Streptomyces sp. SID10853	SID10853	7772420	25717	85	5497008	70.5	2.78
GCA_010550265.1	Streptomyces sp. SID11233	SID11233	11468907	23071	125	8157183	71	
GCA_010548245.1	Streptomyces sp. SID11385	SID11385	7495477	14469	148	5454896	73	1.42
GCA_010548275.1	Streptomyces sp. SID12488	SID12488	9604704	217140	13	6710513	70	0.96
GCA_010550245.1	Streptomyces sp. SID12501	SID12501	10541631	197392	19	7376009	70	4.66
GCA_010548305.1	Streptomyces sp. SID13031	SID13031	8518604	336850	9	5765124	67.5	2.07
GCA_009865595.1	Streptomyces sp. SID1328	SID1328	6910392	11712	168	4938927	71.5	6.97
GCA_010548345.1	Streptomyces sp. SID13588	SID13588	9631994	152276	19	6786519	70.5	1.22
GCA_010548325.1	Streptomyces sp. SID13666	SID13666	9669962	163002	16	6815375	70.5	1.64
GCA_010548375.1	Streptomyces sp. SID13726	SID13726	10943995	394215	8	7771641	71	3.17
GCA_010548465.1	Streptomyces sp. SID14436	SID14436	6843678	16387	120	4978282	72.5	0.25
GCA_010548515.1	Streptomyces sp. SID14446	SID14446	9282347	184012	15	6620508	71.5	0.47
GCA_010548525.1	Streptomyces sp. SID14478	SID14478	9066559	13264	181	6450241	71	0.95
GCA_010548505.1	Streptomyces sp. SID14515	SID14515	8684930	124267	22	6206906	71.5	2.78
GCA_009865585.1	Streptomyces sp. SID161	SID161	8528254	8560	295	6165970	72.5	2.7
GCA_009865505.1	Streptomyces sp. SID2119	SID2119	7657831	7364	311	5465954	71.5	2.24
GCA_009865525.1	Streptomyces sp. SID2131	SID2131	7301035	4869	408	5320993	73	
GCA_009865545.1	Streptomyces sp. SID2563	SID2563	7470833	14193	155	5371603	72	2.15
GCA_009865475.1	Streptomyces sp. SID2888	SID2888	7876955	44392	54	5582659	71	2.87
GCA_009865415.1	Streptomyces sp. SID2955	SID2955	8173529	6936	292	5915385	72.5	
GCA_009865205.1	Streptomyces sp. SID2999	SID2999	6339223	22006	88	4559973	72	2.84
GCA_009865405.1	Streptomyces sp. SID3212	SID3212	7981513	13092	175	5688041	71.5	2.15
GCA_009865215.1	Streptomyces sp. SID3343	SID3343	11063640	14460	214	7802026	70.5	5.49
GCA_009865165.1	Streptomyces sp. SID335	SID335	8566009	21184	116	6087221	71	2.1
GCA_009865175.1	Streptomyces sp. SID337	SID337	8472788	17668	139	6028706	71	4.37
GCA_010548575.1	Streptomyces sp. SID339	SID339	8738161	34865	72	6212659	71	3.86
GCA_009865425.1	Streptomyces sp. SID3915	SID3915	7275639	17651	121	5221152	72	1.76
GCA_009865385.1	Streptomyces sp. SID486	SID486	8524421	21568	112	6177572	72.5	4.39
GCA_009865365.1	Streptomyces sp. SID4912	SID4912	7295516	363138	6	5262691	72	1.07
GCA_009865325.1	Streptomyces sp. SID4913	SID4913	7948485	258536	11	5701025	71.5	0.88
GCA_009865275.1	Streptomyces sp. SID4915	SID4915	7312640	35205	64	5354887	73	0.51
GCA_009865265.1	Streptomyces sp. SID4917	SID4917	8374297	9124	280	5822469	69.5	1.07
GCA_009865305.1	Streptomyces sp. SID4919	SID4919	8386301	232034	14	6052652	72	0.9
GCA_009863275.1	Streptomyces sp. SID4920	SID4920	8143430	465179	6	5852224	72	0.6
GCA_009863285.1	Streptomyces sp. SID4921	SID4921	7866187	677279	5	5628881	71.5	
GCA_009863265.1	Streptomyces sp. SID4923	SID4923	7564593	490467	5	5438814	72	0.95
GCA_009863235.1	Streptomyces sp. SID4925	SID4925	7407922	285389	8	5339505	72	0.79
GCA_009863225.1	Streptomyces sp. SID4926	SID4926	7443083	59002	44	5457431	73.5	
GCA_009863155.1	Streptomyces sp. SID4928	SID4928	8731660	6030272	1	6296372	72	
GCA_009865225.1	Streptomyces sp. SID4931	SID4931	7193766	4115	466	5131601	71.5	
GCA_009863175.1	Streptomyces sp. SID4934	SID4934	7172686	88536	23	5258307	73.5	0.69
GCA_009863125.1	Streptomyces sp. SID4936	SID4936	9346387	266092	12	6633186	71	2.65
GCA_009863145.1	Streptomyces sp. SID4937	SID4937	7839483	142272	17	5608488	71.5	0.96
GCA_009863165.1	Streptomyces sp. SID4939	SID4939	7363280	129868	17	5286186	72	
GCA_009862475.1	Streptomyces sp. SID4940	SID4940	7343669	54854	43	5270382	72	
GCA_009862465.1	Streptomyces sp. SID4941	SID4941	7123431	38665	60	5138582	72	0.63
GCA_009862565.1	Streptomyces sp. SID4944	SID4944	8178919	20941	118	5877514	72	0.76
GCA_009862405.1	Streptomyces sp. SID4945	SID4945	7169314	55778	36	5264509	73.5	
GCA_009862025.1	Streptomyces sp. SID4946	SID4946	8599166	35596	69	6147086	71.5	0.79
GCA_009863045.1	Streptomyces sp. SID4948	SID4948	8002429	21477	103	5753708	72	1.52
GCA_009863095.1	Streptomyces sp. SID4950	SID4950	8991371	38736	75	6563672	73	1.7
GCA_009863085.1	Streptomyces sp. SID4951	SID4951	9563454	247990	12	6773028	71	2.97
GCA_009863005.1	Streptomyces sp. SID4956	SID4956	7595400	18221	122	5479598	72	1.26
GCA_009863035.1	Streptomyces sp. SID4982	SID4982	6265992	13238	134	4502885	72	1.1
GCA_009863025.1	Streptomyces sp. SID4985	SID4985	6615579	18077	105	4740636	71.5	0.23
GCA_009862985.1	Streptomyces sp. SID5464	SID5464	8893692	78086	36	6316694	71.5	
GCA_009862965.1	Streptomyces sp. SID5466	SID5466	7817295	38584	57	5394550	71.5	0.19
GCA_009862885.1	Streptomyces sp. SID5468	SID5468	6283062	6283062	1	4582861	73	
GCA_009862865.1	Streptomyces sp. SID5469	SID5469	9025608	9025608	1	6382599	70.5	1.17
GCA_009862925.1	Streptomyces sp. SID5470	SID5470	9313494	33523	83	6381080	70.5	0.38
GCA_009862935.1	Streptomyces sp. SID5471	SID5471	9501372	40361	70	6829502	72	1.86
GCA_009862825.1	Streptomyces sp. SID5473	SID5473	7672074	13297	153	5486944	71.5	0.76
GCA_009872645.1	Streptomyces sp. SID5475	SID5475	6788271	8048	204	4921744	72.5	
GCA_009870085.1	Streptomyces sp. SID5476	SID5476	8914727	195186	15	6349874	71	1.69
GCA_009872615.1	Streptomyces sp. SID5594	SID5594	8075580	822299	4	5781194	71.5	1.04
GCA_009870095.1	Streptomyces sp. SID5606	SID5606	7962583	27471	87	5781919	72.5	1.33
GCA_009872565.1	Streptomyces sp. SID5614	SID5614	7422738	25468	76	5336564	72	0.76
GCA_009872555.1	Streptomyces sp. SID5643	SID5643	8617023	50997	51	6162390	71.5	0.32
GCA_009872515.1	Streptomyces sp. SID5770	SID5770	7934379	24858	97	5774651	73	2.7
GCA_009870065.1	Streptomyces sp. SID5785	SID5785	7488674	10784	210	5427597	72.5	3.78
GCA_009872535.1	Streptomyces sp. SID5789	SID5789	8502958	15738	153	6116538	72	2.15
GCA_009862125.1	Streptomyces sp. SID5910	SID5910	7382914	12256	188	5344006	72.5	4.34
GCA_009873275.1	Streptomyces sp. SID5914	SID5914	8514473	9441	300	6128680	72	5.07
GCA_009862725.1	Streptomyces sp. SID5926	SID5926	8296941	3774	640	5973012	72	
GCA_009862665.1	Streptomyces sp. SID5998	SID5998	8283670	4147	516	6010811	72.5	
GCA_009862745.1	Streptomyces sp. SID6013	SID6013	7599220	4135	507	5468551	72	
GCA_009862775.1	Streptomyces sp. SID6041	SID6041	7414469	6388	330	5387676	72.5	
GCA_009862765.1	Streptomyces sp. SID6137	SID6137	8125041	9050	282	5824878	71.5	6.39
GCA_009862845.1	Streptomyces sp. SID6139	SID6139	8092750	8297	305	5804803	71.5	6.18
GCA_009862675.1	Streptomyces sp. SID625	SID625	8320864	2878	825	6020364	72.5	
GCA_010550305.1	Streptomyces sp. SID6648	SID6648	8937159	50213	52	6402019	71.5	
GCA_009862685.1	Streptomyces sp. SID685	SID685	8811028	9674	278	6291059	71.5	2.7
GCA_009862625.1	Streptomyces sp. SID69	SID69	7987446	23142	106	5782775	72.5	0.47
GCA_009862635.1	Streptomyces sp. SID724	SID724	8616905	11833	218	6226718	72.5	8.87
GCA_010550285.1	Streptomyces sp. SID7499	SID7499	13905962	20294	144	9922748	71.5	
GCA_009862585.1	Streptomyces sp. SID7760	SID7760	7680820	4723	423	5536557	72	
GCA_009862605.1	Streptomyces sp. SID7803	SID7803	3135760	1231	744	2153095	68.5	
GCA_009862515.1	Streptomyces sp. SID7804	SID7804	7603710	9144	254	5502632	72.5	3.02
GCA_009862505.1	Streptomyces sp. SID7805	SID7805	8676266	181994	16	6219502	71.5	2.37
GCA_009862445.1	Streptomyces sp. SID7813	SID7813	8667507	8667507	1	6250890	72	
GCA_009862215.1	Streptomyces sp. SID7814	SID7814	8226158	112574	21	5955765	72.5	1.15
GCA_009862365.1	Streptomyces sp. SID7815	SID7815	7337497	7337497	1	5220065	71	0.09
GCA_009862245.1	Streptomyces sp. SID7816	SID7816	8545929	8545929	1	6172503	72	
GCA_009862345.1	Streptomyces sp. SID7817	SID7817	6841649	6841649	1	5016384	73.5	1.42
GCA_009862355.1	Streptomyces sp. SID7834	SID7834	7336691	20713	103	5205299	71	5.55
GCA_010548715.1	Streptomyces sp. SID7909	SID7909	7617849	24401	90	5468705	72	1.14
GCA_010550365.1	Streptomyces sp. SID7958	SID7958	6613371	7286	239	4795655	72.5	0.85
GCA_010550345.1	Streptomyces sp. SID7982	SID7982	13428950	2296	1023	9677212	72	
GCA_010548725.1	Streptomyces sp. SID8014	SID8014	6946557	20748	93	5095015	73.5	0.19
GCA_010550375.1	Streptomyces sp. SID8016	SID8016	7869945	26576	87	5711195	72.5	0.45
GCA_010550435.1	Streptomyces sp. SID8111	SID8111	7034101	15383	133	5119354	73	2.69
GCA_009862205.1	Streptomyces sp. SID8350	SID8350	7969495	178446	11	5747750	72	0.62
GCA_009862265.1	Streptomyces sp. SID8352	SID8352	7784547	135139	16	5749402	74	3
GCA_009862225.1	Streptomyces sp. SID8354	SID8354	8596663	159541	17	6177543	72	2.3
GCA_009862145.1	Streptomyces sp. SID8356	SID8356	7805445	464790	6	5657213	72.5	0.62
GCA_009862105.1	Streptomyces sp. SID8357	SID8357	7452860	700513	4	5349534	72	
GCA_009862055.1	Streptomyces sp. SID8358	SID8358	7360219	354893	7	5284028	72	
GCA_009862115.1	Streptomyces sp. SID8359	SID8359	7654598	530441	6	5548907	72.5	0.68
GCA_009862045.1	Streptomyces sp. SID8360	SID8360	7380346	337025	8	5298325	72	
GCA_009862155.1	Streptomyces sp. SID8361	SID8361	11589995	7737	404	8222263	71	
GCA_009862415.1	Streptomyces sp. SID8364	SID8364	8648704	404947	8	6243704	72	
GCA_009862035.1	Streptomyces sp. SID8366	SID8366	8026993	332821	9	5814882	72.5	0.09
GCA_009862305.1	Streptomyces sp. SID8367	SID8367	8956806	264961	9	6389081	71.5	0.19
GCA_009865075.1	Streptomyces sp. SID8369	SID8369	8044205	873732	4	5840589	72.5	0.47
GCA_009865085.1	Streptomyces sp. SID8370	SID8370	7077644	113608	19	5201862	73.5	1.2
GCA_009865125.1	Streptomyces sp. SID8371	SID8371	7004837	406114	5	5148334	73.5	0.82
GCA_009865065.1	Streptomyces sp. SID8373	SID8373	8219717	484034	5	5903452	72	0.6
GCA_009865135.1	Streptomyces sp. SID8374	SID8374	7783376	5285582	1	5580043	71.5	1.34
GCA_009865035.1	Streptomyces sp. SID8375	SID8375	7846427	299381	10	5580431	71	0.19
GCA_009865025.1	Streptomyces sp. SID8376	SID8376	7586126	141326	18	5471781	72	0.34
GCA_009864915.1	Streptomyces sp. SID8377	SID8377	8646873	213543	11	6250824	72.5	0.66
GCA_009864905.1	Streptomyces sp. SID8378	SID8378	8317680	291629	8	5945409	71.5	0.32
GCA_009864845.1	Streptomyces sp. SID8379	SID8379	9161949	328392	9	6516801	71	0.19
GCA_009864855.1	Streptomyces sp. SID8380	SID8380	6763645	5678	350	4920606	73	
GCA_009864865.1	Streptomyces sp. SID8381	SID8381	8252435	238484	14	6017421	73	0.76
GCA_009864805.1	Streptomyces sp. SID8382	SID8382	11598748	20996	155	8223822	71	2.75
GCA_009864985.1	Streptomyces sp. SID8385	SID8385	7187041	17565	120	5259016	73	0.88
GCA_010550555.1	Streptomyces sp. SID8455	SID8455	12369399	2240	771	8945801	72.5	
GCA_010550505.1	Streptomyces sp. SID8499	SID8499	8195954	13806	172	5974907	73	0.38
GCA_009864965.1	Streptomyces sp. SID89	SID89	7882434	4616	469	5742896	73	
GCA_010550535.1	Streptomyces sp. SID9124	SID9124	7195221	23209	92	5176406	72	0.57
GCA_010550605.1	Streptomyces sp. SID9727	SID9727	7656682	31997	70	5504247	72	1.07
GCA_010550645.1	Streptomyces sp. SID9913	SID9913	6854459	8492	204	4974803	72.5	2.3
GCA_010550655.1	Streptomyces sp. SID9944	SID9944	8033748	7457	291	5842578	72.5	
GCA_000177195.2	Streptomyces sp. SirexAA-E	SirexAA-E	7414440	7414440	1	5319724	71.5	
GCA_013414815.1	Streptomyces sp. SJ1-7	SJ1-7	7921361	7764317	1	5666228	71.5	
GCA_033366655.1	Streptomyces sp. SJL17-1	SJL17-1	8452209	619804	5	6067400	72	1.04
GCA_036826855.1	Streptomyces sp. SJL17-4	SJL17-4	8543434	8543434	1	6128268	71.5	0.66
GCA_008120935.1	Streptomyces sp. sk2.1	sk2.1	9709490	35569	78	6953970	72	1.5
GCA_002551185.1	Streptomyces sp. sk226	sk226	7964739	32985	78	5775024	72.5	0.64
GCA_026236535.1	Streptomyces sp. SKN60	SKN60	7873900	312247	10	5695049	72.5	1.07
GCA_026672355.1	Streptomyces sp. SL203	SL203	7846782	7641771	1	5566611	71	0.09
GCA_026672605.1	Streptomyces sp. SL294	SL294	6984468	5233527	1	4963915	71	0.09
GCA_006715185.1	Streptomyces sp. SLBN-115	RJA2910	9866990	6367540	1	7015229	71	0.38
GCA_006715635.1	Streptomyces sp. SLBN-118	SLBN-118	7791042	3988041	1	5413045	69.5	1.89
GCA_006715925.1	Streptomyces sp. SLBN-134	SLBN-134	7761064	7736327	1	5608357	72.5	0.85
GCA_006715395.1	Streptomyces sp. SLBN-31	SLBN-31	9466072	3891069	2	6731510	71	2.35
GCA_002910825.1	Streptomyces sp. SM1	SM1	8059805	13255	172	5727195	71	0.27
GCA_002910915.1	Streptomyces sp. SM10	SM10	7466978	63972	33	5285251	71	
GCA_002910905.1	Streptomyces sp. SM11	SM11	8000960	39942	62	5690103	71	0.95
GCA_002910855.1	Streptomyces sp. SM12	SM12	6475136	11492	160	4670405	72	0.34
GCA_002910875.1	Streptomyces sp. SM13	SM13	8436826	35629	68	6005957	71	0.22
GCA_002910755.1	Streptomyces sp. SM14	SM14	6344127	16548	111	4591119	72.5	1.14
GCA_002910725.2	Streptomyces sp. SM17	SM17	7179914	6975788	1	5266670	73.5	0.69
GCA_002910775.2	Streptomyces sp. SM18	SM18	7703166	7703166	1	5533799	72	0.88
GCA_002910895.1	Streptomyces sp. SM5	SM5	7608098	29088	77	5455244	71.5	0.88
GCA_000299175.2	Streptomyces sp. SM8	SM8	7145211	32758	68	5213921	73.5	0.57
GCA_002910795.1	Streptomyces sp. SM9	SM9	6450053	6673	295	4683984	72.5	1.01
GCA_002879675.3	Streptomyces sp. SMS_SU21	SMS_SU21	7306987	3835120	1	5290633	72.5	
GCA_016756395.1	Streptomyces sp. SN-593	SN-593	8972903	8833490	1	6601484	73.5	0.38
GCA_030544505.1	Streptomyces sp. SNU607	SNU607	6902589	6850319	1	4907789	71	0.47
GCA_005860785.2	Streptomyces sp. So13.3	So13.3	9564008	9564008	1	6735646	70.5	1.26
GCA_900091845.1	Streptomyces sp. SolWspMP-5a-2	SolWspMP-5a-2	8956613	38736	75	6537799	73	1.7
GCA_000647875.1	Streptomyces sp. SolWspMP-sol2th	SolWspMP-sol2th	7654598	530441	6	5548907	72.5	0.68
GCA_900091825.1	Streptomyces sp. SolWspMP-sol7th	SolWspMP-sol7th	6504426	7383	251	4748332	73	
GCA_036322405.1	Streptomyces sp. SP17BM10	SP17BM10	8902453	206289	14	6527514	73.5	2.97
GCA_036322265.1	Streptomyces sp. SP17KL33	SP17KL33	10335578	189496	17	7330601	71	0.8
GCA_036322545.1	Streptomyces sp. SP18BB07	SP18BB07	10674217	183423	17	7567801	71	0.8
GCA_014748275.1	Streptomyces sp. SP18CM02	SP18CM02	8024422	431047	7	5834252	72.5	0.38
GCA_036322365.1	Streptomyces sp. SP18CS02	SP18CS02	7789655	344841	9	5615700	72	0.49
GCA_036322425.1	Streptomyces sp. SP18ES09	SP18ES09	8000569	350916	9	5837052	73	0.74
GCA_019890645.1	Streptomyces sp. SP2-10	SP2-10	9250775	157308	19	6662882	72	1.44
GCA_000154905.1	Streptomyces sp. SPB074	SPB074	6970553	13132	135	4749081	73	0.09
GCA_029504575.1	Streptomyces sp. SPB162	SPB162	7195000	6673494	1	5108695	71	0.51
GCA_029894145.1	Streptomyces sp. SPB4	SPB4	9300703	201473	16	6789202	73	3.09
GCA_000158855.1	Streptomyces sp. SPB78	SPB78	7557384	20678	96	5028646	73	0.04
GCA_001748165.1	Streptomyces sp. SPMA113	SPMA113	11596102	291593	14	8239024	71	2.49
GCA_033194715.1	Streptomyces sp. SR27	SR27	7537941	14419	155	5410602	72	0.76
GCA_030403785.1	Streptomyces sp. SRF1	SRF1	10438505	106351	32	7507993	72	1.89
GCA_000302615.1	Streptomyces sp. SS	SS	8119746	255986	10	5878563	72.5	0.99
GCA_002217715.1	Streptomyces sp. SS07	SS07	7603850	4233237	1	5448548	71.5	
GCA_008973465.1	Streptomyces sp. SS1-1	SS1-1	7815656	7552296	1	5639840	72	0.37
GCA_036485475.1	Streptomyces sp. SS162	SS162	6778597	6778597	1	5057780	74.5	1.34
GCA_004795715.1	Streptomyces sp. SS52	SS52	8184045	8184045	1	5930640	72.5	0.37
GCA_030010565.1	Streptomyces sp. SS52	SS52	7979057	7750699	1	5790991	72.5	
GCA_037993025.1	Streptomyces sp. SS7	SS7	9799701	9799701	1	7023970	71.5	2.08
GCA_003268535.2	Streptomyces sp. ST1015	ST1015	10171198	10171198	1	7265504	71.5	0.88
GCA_003268555.2	Streptomyces sp. ST1020	ST1020	10067617	314499	11	7192110	71.5	0.88
GCA_002551145.1	Streptomyces sp. st115	st115	8345486	29129	86	5987989	72	0.13
GCA_002551135.1	Streptomyces sp. st140	st140	7964327	31001	82	5694795	71.5	0.19
GCA_002551105.1	Streptomyces sp. st170	st170	8080444	29441	79	5771238	71.5	
GCA_021390475.1	Streptomyces sp. ST2-7A	ST2-7A	6181131	109150	18	4491618	72.5	1.14
GCA_002551175.1	Streptomyces sp. st77	st77	8145921	95964	30	5827831	71.5	
GCA_023805375.1	Streptomyces sp. STCH 565 A	STCH 565 A	8492054	116947	24	6139400	72.5	0.13
GCA_040742845.1	Streptomyces sp. STD57	STD57	8892668	166863	20	6401774	72	0.93
GCA_024519455.1	Streptomyces sp. STR69	Str69	10727549	201971	19	7522118	70	0.56
GCA_009650765.1	Streptomyces sp. SUK 48	SUK 48	8341671	8341671	1	6033500	72.5	0.85
GCA_003248315.1	Streptomyces sp. SW4	SW4	7475027	5756656	1	5480386	73.5	0.38
GCA_009495655.1	Streptomyces sp. SYP-A7193	SYP-A7193	8822782	8193527	1	6362922	72	0.13
GCA_029625945.1	Streptomyces sp. T-3	T-3	9526874	7604	327	6690720	70	
GCA_007828695.1	Streptomyces sp. T12	T12	7803850	350667	9	5620027	72	0.38
GCA_028736035.1	Streptomyces sp. T12		11483874	11360781	1	8068959	70.5	0.44
GCA_004569275.1	Streptomyces sp. T1317-0309	T1317-0309	10453255	9571315	1	7310364	70	0.95
GCA_029269095.1	Streptomyces sp. T21Q-yed	T21Q-yed	11160622	12124	261	7824726	70	0.44
GCA_008042045.1	Streptomyces sp. t39	t39	8271816	41436	66	6016278	73	1.7
GCA_022213265.1	Streptomyces sp. T7(2022)	T7(2022)	7218864	80536	29	5304035	73.5	0.38
GCA_002551065.1	Streptomyces sp. t99	t99	7778589	42533	51	5574695	71.5	0.09
GCA_024213195.1	Streptomyces sp. TBY4	TBY4	8467706	326070	8	6099878	72	1.01
GCA_900091795.1	Streptomyces sp. Termitarium-T10T-6	Termitarium-T10T-6	7757615	14385	148	5549045	71.5	0.32
GCA_037201975.1	Streptomyces sp. TG1A-60	TG1A-60	7826501	7826501	1	5540214	71	1.52
GCA_030499535.1	Streptomyces sp. TG1A-8	TG1A-8	7664205	7099320	1	5564785	72.5	0.63
GCA_900105395.1	Streptomyces sp. TLI_053	TLI_053	9900053	9899953	1	7289013	73.5	2.24
GCA_900105415.1	Streptomyces sp. TLI_105	TLI_105	8876291	8586973	1	6404405	72	1.04
GCA_002846415.1	Streptomyces sp. TLI_146	TLI_146	8949889	8745248	1	6390394	71.5	1.8
GCA_003610255.1	Streptomyces sp. TLI_171	TLI_171	8459476	8014490	1	6194344	73	2.23
GCA_003814765.1	Streptomyces sp. TLI_185	TLI_185	10816981	10536788	1	7595459	70	0.81
GCA_900206255.1	Streptomyces sp. TLI_55	TLI_55	10204079	9395442	1	7220863	71	2.07
GCA_004122755.1	Streptomyces sp. TM32	TM32	6909112	33909	58	4932731	71.5	0.13
GCA_001941845.1	Streptomyces sp. TN58	TN58	7585034	7585034	1	5483662	72.5	0.76
GCA_000259895.1	Streptomyces sp. TOR3209	TOR3209	8013370	20147	135	5819362	72.5	0.57
GCA_001417775.1	Streptomyces sp. TP-A0356	TP-A0356	8409357	379954	9	5957488	71	1.51
GCA_001748085.1	Streptomyces sp. TP-A0874	TP-A0874	5097807	489425	4	3638223	71.5	0.57
GCA_001293595.1	Streptomyces sp. TP-A0875	TP-A0875	6778367	323770	8	4990631	73.5	1.14
GCA_010119355.1	Streptomyces sp. TR1341	TR1341	8502107	87030	25	6107499	72	1.36
GCA_036323765.1	Streptomyces sp. TRM 70351	TRM 70351	5900329	635050	4	4354417	74	0.64
GCA_036323805.1	Streptomyces sp. TRM 70361	TRM 70361	6586496	240134	11	4835757	73.5	1.23
GCA_008271805.1	Streptomyces sp. TRM49041	TRM49041	7492674	104179	23	5354355	71.5	0.38
GCA_013362995.1	Streptomyces sp. TRM64462	TRM64462	6907798	24753	85	4994166	72.5	0.85
GCA_014495685.1	Streptomyces sp. TRM68367	TRM68367	9669748	71782	41	6825044	70.5	1.52
GCA_014596915.1	Streptomyces sp. TRM68416	TRM68416	8858332	264765	12	6327703	71.5	1.04
GCA_019219825.1	Streptomyces sp. TRM70350	TRM70350	8407572	222188	11	5979715	71	1.99
GCA_019733235.1	Streptomyces sp. TRM72054	TRM72054	8904414	281159	11	6301278	71	2.4
GCA_029854115.1	Streptomyces sp. TRM75561	TRM75561	7680723	324584	7	5549053	72	0.38
GCA_022748615.1	Streptomyces sp. TRM75563	TRM75563	8241837	160544	18	5888446	71.5	
GCA_027570375.1	Streptomyces sp. TRM76130	TRM76130	5945518	603	2628	4290083	72.5	
GCA_018327685.1	Streptomyces sp. TS71-3	TS71-3	9790272	5939903	1	7069955	72	2.97
GCA_001905845.1	Streptomyces sp. TSRI0107	TSRI0107	8740481	567402	6	6302664	72	1.07
GCA_001905485.1	Streptomyces sp. TSRI0261	TSRI0261	8668234	227752	15	6205580	71.5	0.76
GCA_001905125.1	Streptomyces sp. TSRI0281	TSRI0281	9627007	244643	14	6796744	70.5	2.56
GCA_002802945.1	Streptomyces sp. TSRI0384-2	TSRI0384-2	6937431	354502	7	5094964	73.5	0.19
GCA_001905525.1	Streptomyces sp. TSRI0395	TSRI0395	8658545	702176	5	6210748	71.5	
GCA_001905405.1	Streptomyces sp. TSRI0445	TSRI0445	7769856	497865	5	5559308	71.5	
GCA_009832925.1	Streptomyces sp. Tu 2975	Tu 2975	7623788	7623788	1	5415915	71	0.38
